product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time
2,7,2022-08-02,3,2.34,3.49,18:49:00
2,7,2022-08-02,7,1.43,3.49,17:04:00
2,7,2022-08-02,11,1.54,3.49,18:55:00
2,7,2022-08-02,17,5.53,3.49,16:28:00
2,7,2022-08-02,18,3.41,3.49,18:12:00
2,7,2022-08-05,2,4.04,3.49,11:00:00
2,7,2022-08-05,4,4.9,3.49,11:54:00
2,7,2022-08-05,5,2.39,3.49,9:01:00
2,7,2022-08-05,12,2.82,3.49,13:54:00
2,7,2022-08-05,12,3.3,3.49,13:58:00
2,7,2022-08-05,13,0.02,3.49,13:47:00
2,7,2022-08-05,14,2.44,3.49,9:48:00
2,7,2022-08-09,1,1.87,3.49,18:41:00
2,7,2022-08-09,3,2.93,3.49,18:09:00
2,7,2022-08-09,6,6.9,3.49,17:01:00
2,7,2022-08-09,6,0.98,3.49,17:14:00
2,7,2022-08-09,10,4.31,3.49,17:10:00
2,7,2022-08-09,19,3.79,3.49,18:01:00
2,7,2022-08-09,24,2.47,3.49,18:07:00
2,7,2022-08-12,5,3.09,3.49,9:06:00
2,7,2022-08-12,12,1.48,3.49,8:55:00
2,7,2022-08-12,16,1.85,3.49,8:57:00
2,7,2022-08-12,18,4.46,3.49,13:56:00
2,7,2022-08-12,22,5.25,3.49,9:04:00
2,7,2022-08-12,22,3.62,3.49,9:20:00
2,7,2022-08-12,23,2.53,3.49,13:30:00
2,7,2022-08-12,25,3.27,3.49,12:43:00
2,7,2022-08-16,1,4.37,3.49,17:03:00
2,7,2022-08-16,3,5.3,3.49,18:44:00
2,7,2022-08-16,4,0.8,3.49,18:05:00
2,7,2022-08-16,26,3.9,3.49,18:24:00
2,7,2022-08-16,26,2.44,3.49,18:33:00
2,7,2022-08-19,2,6.55,3.49,11:22:00
2,7,2022-08-19,5,1.65,3.49,11:39:00
2,7,2022-08-19,14,1.05,3.49,8:35:00
2,7,2022-08-19,26,3.02,3.49,13:17:00
2,7,2022-08-23,2,2.93,3.49,18:13:00
2,7,2022-08-23,6,0.72,3.49,18:37:00
2,7,2022-08-23,17,0.61,3.49,18:51:00
2,7,2022-08-23,18,4.56,3.49,16:20:00
2,7,2022-08-23,26,2.44,3.49,16:03:00
2,7,2022-08-26,14,2.86,3.49,9:37:00
2,7,2022-08-26,16,2.65,3.49,10:58:00
2,7,2022-08-30,2,0.39,3.49,18:46:00
2,7,2022-08-30,5,2.51,3.49,17:15:00
2,7,2022-08-30,5,5.24,3.49,17:38:00
2,7,2022-08-30,8,1.86,3.49,18:12:00
2,7,2022-08-30,8,7.33,3.49,18:30:00
2,7,2022-08-30,17,2.99,3.49,17:06:00
2,7,2022-08-30,22,2.99,3.49,18:28:00
2,7,2022-09-02,2,3.31,3.49,12:24:00
2,7,2022-09-02,3,0.92,3.49,11:36:00
2,7,2022-09-02,4,3.26,3.49,9:35:00
2,7,2022-09-02,4,4.59,3.49,10:06:00
2,7,2022-09-02,5,6.18,3.49,10:22:00
2,7,2022-09-02,6,4.3,3.49,11:38:00
2,7,2022-09-02,26,4.78,3.49,9:29:00
2,7,2022-09-06,7,3,3.49,18:53:00
2,7,2022-09-06,11,3.51,3.49,18:46:00
2,7,2022-09-06,14,4.21,3.49,17:30:00
2,7,2022-09-06,21,3.45,3.49,18:48:00
2,7,2022-09-06,26,2.1,3.49,18:54:00
2,7,2022-09-09,4,1.66,3.49,12:02:00
2,7,2022-09-09,6,1.48,3.49,12:38:00
2,7,2022-09-09,6,1.26,3.49,13:32:00
2,7,2022-09-09,23,3.85,3.49,11:43:00
2,7,2022-09-13,1,3.45,3.49,18:15:00
2,7,2022-09-13,6,1.62,3.49,18:53:00
2,7,2022-09-13,7,6.14,3.49,17:28:00
2,7,2022-09-13,10,0.99,3.49,17:24:00
2,7,2022-09-13,12,2.21,3.49,18:01:00
2,7,2022-09-13,12,1.92,3.49,18:30:00
2,7,2022-09-13,25,6.42,3.49,17:09:00
2,7,2022-09-16,5,1.33,3.49,9:06:00
2,7,2022-09-16,6,2.23,3.49,13:34:00
2,7,2022-09-16,14,2.08,3.49,12:58:00
2,7,2022-09-16,16,2.28,3.49,10:07:00
2,7,2022-09-16,19,2.69,3.49,10:20:00
2,7,2022-09-20,1,3.62,3.49,17:06:00
2,7,2022-09-20,12,6.33,3.49,18:34:00
2,7,2022-09-23,2,2.31,3.49,12:49:00
2,7,2022-09-23,4,0.45,3.49,10:18:00
2,7,2022-09-23,6,2.22,3.49,12:54:00
2,7,2022-09-23,8,2.18,3.49,13:31:00
2,7,2022-09-23,22,2.81,3.49,13:46:00
2,7,2022-09-27,3,0.36,3.49,18:31:00
2,7,2022-09-27,7,2.63,3.49,18:16:00
2,7,2022-09-27,8,1.01,3.49,16:08:00
2,7,2022-09-27,8,4.71,3.49,16:16:00
2,7,2022-09-27,15,2.28,3.49,17:31:00
2,7,2022-09-30,2,0.8,3.49,13:48:00
2,7,2022-09-30,6,5.07,3.49,9:53:00
2,7,2022-09-30,19,3.93,3.49,13:42:00
2,7,2022-09-30,21,4.16,3.49,10:09:00
2,7,2023-07-04,1,1.58,3.49,16:10:00
2,7,2023-07-04,2,3.94,3.49,18:52:00
2,7,2023-07-04,2,3.37,3.49,18:55:00
2,7,2023-07-04,10,5.38,3.49,18:11:00
2,7,2023-07-04,10,2.86,3.49,18:37:00
2,7,2023-07-04,14,4.11,3.49,18:18:00
2,7,2023-07-04,22,2.75,3.49,18:41:00
2,7,2023-07-07,2,5.6,3,12:25:00
2,7,2023-07-07,5,4.61,3.49,12:08:00
2,7,2023-07-07,6,5.18,3,10:01:00
2,7,2023-07-07,6,3.47,3.49,10:59:00
2,7,2023-07-07,9,1.89,3.49,9:28:00
2,7,2023-07-07,9,0.59,3.49,10:01:00
2,7,2023-07-07,11,3.28,3.49,12:15:00
2,7,2023-07-07,15,3.31,3.49,12:46:00
2,7,2023-07-07,15,1.58,3.49,13:12:00
2,7,2023-07-07,19,1.82,3.49,13:47:00
2,7,2023-07-11,1,1.98,3.49,18:56:00
2,7,2023-07-11,4,2.28,3.49,18:32:00
2,7,2023-07-11,8,5.13,3.49,18:43:00
2,7,2023-07-11,12,4.4,3.49,17:07:00
2,7,2023-07-11,20,3.3,3.49,17:37:00
2,7,2023-07-11,23,2.93,3.49,17:42:00
2,7,2023-07-14,4,1.53,3.49,10:08:00
2,7,2023-07-14,13,1.89,3.49,11:54:00
2,7,2023-07-14,18,5.09,3.49,13:28:00
2,7,2023-07-14,18,3.13,3.49,13:54:00
2,7,2023-07-14,24,3.5,3.49,11:34:00
2,7,2023-07-18,1,2.45,3.49,18:38:00
2,7,2023-07-18,2,3.05,3.49,18:16:00
2,7,2023-07-18,2,1.32,3.49,18:40:00
2,7,2023-07-18,3,2.85,3.49,18:47:00
2,7,2023-07-18,6,2.56,3.49,18:56:00
2,7,2023-07-18,12,1.81,3.49,16:50:00
2,7,2023-07-18,12,2.61,3.49,17:36:00
2,7,2023-07-18,14,3.13,3.49,18:31:00
2,7,2023-07-18,19,3.42,3.49,17:46:00
2,7,2023-07-18,21,5.02,3.49,18:52:00
2,7,2023-07-21,4,1.39,3.49,12:14:00
2,7,2023-07-21,6,1.25,3.49,9:35:00
2,7,2023-07-21,9,3.1,3.49,13:57:00
2,7,2023-07-21,18,5.59,3.49,9:04:00
2,7,2023-07-21,19,4.67,3.49,8:57:00
2,7,2023-07-21,20,2.12,3.49,12:18:00
2,7,2023-07-21,20,6.64,3.49,13:00:00
2,7,2023-07-25,7,4.38,3.49,17:57:00
2,7,2023-07-25,9,2.31,3.49,18:21:00
2,7,2023-07-25,10,3.38,3.49,16:24:00
2,7,2023-07-25,11,3.14,3.49,18:44:00
2,7,2023-07-25,12,4.33,3.49,16:25:00
2,7,2023-07-25,12,1.95,3.49,16:26:00
2,7,2023-07-25,18,2.85,3.49,18:00:00
2,7,2023-07-25,25,5.15,3.49,18:55:00
2,7,2023-07-28,14,3.87,3.49,13:37:00
2,7,2023-07-28,14,1.38,3.49,13:54:00
2,7,2023-08-01,1,3.88,3.49,18:52:00
2,7,2023-08-01,4,3.35,3.49,18:27:00
2,7,2023-08-01,5,3,3.49,18:43:00
2,7,2023-08-01,6,2.38,3.49,18:41:00
2,7,2023-08-01,10,4.2,3.49,18:52:00
2,7,2023-08-01,15,2.59,3.49,16:39:00
2,7,2023-08-01,26,3.08,3.49,18:38:00
2,7,2023-08-01,26,3.64,3.49,18:46:00
2,7,2023-08-04,1,1.79,3.49,10:18:00
2,7,2023-08-04,3,4.87,3.49,12:38:00
2,7,2023-08-04,5,3.26,3.49,9:18:00
2,7,2023-08-04,11,2.27,3.49,12:01:00
2,7,2023-08-04,15,6.04,3.49,9:52:00
2,7,2023-08-08,8,2.84,3.49,16:43:00
2,7,2023-08-08,12,1.47,3.49,18:11:00
2,7,2023-08-08,12,0.22,3.49,18:26:00
2,7,2023-08-08,26,1.42,3.49,18:50:00
2,7,2023-08-08,26,2.74,3.49,18:51:00
2,7,2023-08-11,5,4.53,3.49,11:31:00
2,7,2023-08-11,5,5.2,3.49,12:06:00
2,7,2023-08-11,7,3.53,3.49,8:23:00
2,7,2023-08-11,9,0.18,3.49,10:32:00
2,7,2023-08-11,12,4.91,3.49,9:45:00
2,7,2023-08-11,12,3.18,3.49,10:26:00
2,7,2023-08-15,4,3.06,3.49,18:59:00
2,7,2023-08-15,7,3.05,3.49,17:25:00
2,7,2023-08-15,13,1.25,3.49,16:16:00
2,7,2023-08-15,13,3.96,3.49,16:39:00
2,7,2023-08-15,16,3.53,3.49,17:53:00
2,7,2023-08-15,23,1.78,3.49,18:53:00
2,7,2023-08-18,7,2.77,3.49,9:40:00
2,7,2023-08-18,8,3.85,3.49,9:36:00
2,7,2023-08-18,10,1.91,3.49,12:13:00
2,7,2023-08-18,18,4.74,3.49,13:37:00
2,7,2023-08-18,19,2.43,3.49,12:36:00
2,7,2023-08-18,19,3.01,3.49,13:04:00
2,7,2023-08-22,11,6.34,3.49,16:47:00
2,7,2023-08-22,12,2.47,3.49,18:16:00
2,7,2023-08-22,13,2.37,3.49,18:50:00
2,7,2023-08-22,15,2.83,3.49,16:49:00
2,7,2023-08-22,24,3.16,3.49,18:43:00
2,7,2023-08-25,2,2.88,3.49,10:03:00
2,7,2023-08-25,5,3.75,3.49,13:46:00
2,7,2023-08-25,5,4.99,3.49,13:58:00
2,7,2023-08-25,6,3.48,3.49,9:39:00
2,7,2023-08-25,17,8.05,3.49,13:27:00
2,7,2023-08-29,1,1.03,3.49,18:49:00
2,7,2023-08-29,5,3.68,3.49,18:20:00
2,7,2023-08-29,9,2.13,3.49,18:21:00
2,7,2023-08-29,13,3.3,3.49,16:55:00
2,7,2023-08-29,15,0.31,3.49,17:27:00
2,7,2023-08-29,19,5.26,3.49,18:05:00
2,7,2023-09-01,4,1.82,3.49,13:32:00
2,7,2023-09-01,6,1.04,3.49,13:18:00
2,7,2023-09-01,10,2.14,3.49,13:29:00
2,7,2023-09-01,21,2.16,3.49,8:54:00
2,7,2023-09-01,21,3.54,3.49,8:55:00
2,7,2023-09-05,4,4.75,3.49,18:15:00
2,7,2023-09-05,7,4.83,3.49,16:51:00
2,7,2023-09-05,23,1.28,3.49,18:15:00
2,7,2023-09-05,23,1.86,3.49,18:54:00
2,7,2023-09-05,26,4.31,3.49,17:30:00
2,7,2023-09-05,26,2.57,3.49,18:17:00
2,7,2023-09-08,4,3.41,3.49,13:49:00
2,7,2023-09-08,5,2.23,3.49,13:57:00
2,7,2023-09-08,6,0.82,3.49,11:42:00
2,7,2023-09-08,8,1.85,3.49,9:26:00
2,7,2023-09-08,12,6.31,3.49,9:39:00
2,7,2023-09-08,25,4.86,3.49,11:32:00
2,7,2023-09-08,26,4.24,3.49,13:54:00
2,7,2023-09-12,5,2.15,3.49,17:29:00
2,7,2023-09-12,6,4.57,3.49,18:45:00
2,7,2023-09-12,12,3.62,3.49,16:45:00
2,7,2023-09-12,15,1.78,3.49,18:49:00
2,7,2023-09-12,15,4.21,3.49,18:52:00
2,7,2023-09-12,20,0.31,3.49,18:32:00
2,7,2023-09-12,22,2.77,3.49,18:45:00
2,7,2023-09-15,4,4.22,3.49,12:47:00
2,7,2023-09-15,15,5.01,3,12:47:00
2,7,2023-09-15,15,0.72,3.49,13:16:00
2,7,2023-09-15,20,4.25,3.49,11:16:00
2,7,2023-09-19,2,4.43,3.49,16:39:00
2,7,2023-09-19,3,2.98,3.49,18:29:00
2,7,2023-09-19,10,3.22,3.49,18:26:00
2,7,2023-09-19,11,3.67,3.49,18:40:00
2,7,2023-09-19,14,3.26,3.49,16:48:00
2,7,2023-09-19,19,2.42,3.49,18:53:00
2,7,2023-09-22,3,2.06,3.49,13:50:00
2,7,2023-09-22,5,4.45,3.49,11:31:00
2,7,2023-09-22,5,3.36,3.49,11:54:00
2,7,2023-09-22,6,3.07,3.49,12:30:00
2,7,2023-09-22,10,5.16,3.49,9:57:00
2,7,2023-09-22,11,1.13,3.49,13:06:00
2,7,2023-09-22,11,2.1,3.49,13:13:00
2,7,2023-09-22,15,3.88,3.49,11:24:00
2,7,2023-09-22,26,3.37,3.49,12:13:00
2,7,2023-09-26,5,2.33,3.49,17:21:00
2,7,2023-09-26,6,2.01,3.49,16:41:00
2,7,2023-09-26,6,2.8,3.49,17:35:00
2,7,2023-09-29,4,2.73,3.49,10:42:00
2,7,2023-09-29,5,2.13,3.49,10:21:00
2,7,2023-09-29,5,2.64,3.49,11:02:00
2,7,2023-09-29,7,4.03,3.49,11:26:00
2,7,2023-09-29,14,6.56,3.49,10:19:00
2,7,2023-10-03,1,2.45,3.49,18:36:00
2,7,2023-10-03,2,5.04,3.49,18:06:00
2,7,2023-10-03,6,2.26,3.49,18:04:00
2,7,2023-10-03,9,2.93,3.49,18:33:00
2,7,2023-10-03,10,1.29,3.49,18:07:00
2,7,2023-10-03,19,3.36,3.49,18:53:00
3,7,2022-07-05,1,3,0.5,17:36:00
3,7,2022-07-05,3,5,0.5,18:10:00
3,7,2022-07-05,3,4,0.5,18:32:00
3,7,2022-07-05,11,4,0.5,18:52:00
3,7,2022-07-05,16,1,0.5,18:22:00
3,7,2022-07-05,22,5,0.5,18:11:00
3,7,2022-07-05,24,6,0.5,18:55:00
3,7,2022-07-05,25,2,0.5,18:18:00
3,7,2022-07-08,1,3,0.5,13:03:00
3,7,2022-07-08,5,1,0.5,11:50:00
3,7,2022-07-08,6,5,0.5,11:51:00
3,7,2022-07-08,6,4,0.5,12:19:00
3,7,2022-07-08,10,1,0.5,9:52:00
3,7,2022-07-08,15,2,0.5,9:14:00
3,7,2022-07-08,19,4,0.5,9:54:00
3,7,2022-07-12,3,4,0.5,16:44:00
3,7,2022-07-12,9,3,0.5,17:27:00
3,7,2022-07-12,11,1,0.5,18:35:00
3,7,2022-07-12,12,1,0.5,17:45:00
3,7,2022-07-12,23,1,0.5,18:50:00
3,7,2022-07-15,1,2,0.5,11:50:00
3,7,2022-07-15,6,2,0.5,11:03:00
3,7,2022-07-15,7,5,0.5,10:20:00
3,7,2022-07-15,10,1,0.5,11:21:00
3,7,2022-07-15,10,4,0.5,11:59:00
3,7,2022-07-19,2,3,0.5,18:45:00
3,7,2022-07-19,2,1,0.5,18:56:00
3,7,2022-07-19,5,4,0.5,18:45:00
3,7,2022-07-19,8,5,0.5,16:08:00
3,7,2022-07-19,14,5,0.5,17:47:00
3,7,2022-07-19,17,4,0.5,18:36:00
3,7,2022-07-19,17,5,0.5,18:53:00
3,7,2022-07-19,18,3,0.5,17:44:00
3,7,2022-07-22,1,5,0.5,13:28:00
3,7,2022-07-22,2,1,0.5,12:16:00
3,7,2022-07-22,4,1,0.5,9:29:00
3,7,2022-07-22,26,3,0.5,13:24:00
3,7,2022-07-26,3,2,0.5,18:59:00
3,7,2022-07-26,4,5,0.5,18:36:00
3,7,2022-07-26,5,4,0.5,18:38:00
3,7,2022-07-26,5,3,0.5,18:53:00
3,7,2022-07-26,6,5,0.5,16:50:00
3,7,2022-07-26,6,5,0.5,17:16:00
3,7,2022-07-26,13,4,0.5,18:57:00
3,7,2022-07-26,26,2,0.5,16:29:00
3,7,2022-07-29,1,5,0.5,13:48:00
3,7,2022-07-29,3,4,0.5,11:41:00
3,7,2022-07-29,4,2,0.5,12:46:00
