market_date,quantity,vendor_id,product_id,original_price
2023-09-12,60,7,3,0.5
2023-09-15,80,7,3,0.5
2023-09-19,60,7,3,0.5
2023-09-22,70,7,3,0.5
2023-09-26,50,7,3,0.5
2023-09-29,70,7,3,0.5
2023-10-03,60,7,3,0.5
2022-04-05,40,7,4,4
2022-04-08,40,7,4,4
2022-04-12,30,7,4,4
2022-04-15,30,7,4,4
2022-04-19,40,7,4,4
2022-04-22,40,7,4,4
2022-04-26,40,7,4,4
2022-04-29,30,7,4,4
2022-05-03,40,7,4,4
2022-05-06,30,7,4,4
2022-05-10,40,7,4,4
2022-05-13,40,7,4,4
2022-05-17,30,7,4,4
2022-05-20,30,7,4,4
2022-05-24,40,7,4,4
2022-05-27,30,7,4,4
2022-05-31,40,7,4,4
2022-06-03,30,7,4,4
2022-06-07,40,7,4,4
2022-06-10,30,7,4,4
2022-06-14,30,7,4,4
2022-06-17,40,7,4,4
2022-06-21,40,7,4,4
2022-06-24,40,7,4,4
2022-06-28,40,7,4,4
2022-07-01,30,7,4,4
2022-07-05,40,7,4,4
2022-07-08,30,7,4,4
2022-07-12,30,7,4,4
2022-07-15,40,7,4,4
2022-07-19,40,7,4,4
2022-07-22,40,7,4,4
2022-07-26,40,7,4,4
2022-07-29,30,7,4,4
2022-08-02,30,7,4,4
2022-08-05,40,7,4,4
2022-08-09,40,7,4,4
2022-08-12,40,7,4,4
2022-08-16,30,7,4,4
2022-08-19,40,7,4,4
2022-08-23,40,7,4,4
2022-08-26,40,7,4,4
2022-08-30,30,7,4,4
2022-09-02,40,7,4,4
2022-09-06,40,7,4,4
2022-09-09,40,7,4,4
2022-09-13,40,7,4,4
2022-09-16,30,7,4,4
2022-09-20,40,7,4,4
2022-09-23,40,7,4,4
2022-09-27,40,7,4,4
2022-09-30,30,7,4,4
2022-10-04,30,7,4,4
2022-10-07,40,7,4,4
2022-10-11,40,7,4,4
2022-10-14,40,7,4,4
2022-10-18,30,7,4,4
2022-10-21,30,7,4,4
2022-10-25,40,7,4,4
2022-10-28,40,7,4,4
2022-11-01,40,7,4,4
2022-11-04,40,7,4,4
2022-11-08,40,7,4,4
2022-11-11,40,7,4,4
2022-11-15,30,7,4,4
2022-11-18,40,7,4,4
2022-11-22,40,7,4,4
2022-11-25,40,7,4,4
2022-11-29,30,7,4,4
2022-12-02,40,7,4,4
2022-12-06,30,7,4,4
2022-12-09,40,7,4,4
2022-12-13,40,7,4,4
2022-12-16,40,7,4,4
2022-12-20,40,7,4,4
2022-12-23,30,7,4,4
2022-12-27,30,7,4,4
2022-12-30,40,7,4,4
2023-03-07,30,7,4,4
2023-03-10,40,7,4,4
2023-03-14,40,7,4,4
2023-03-17,30,7,4,4
2023-03-21,40,7,4,4
2023-03-24,40,7,4,4
2023-03-28,40,7,4,4
2023-03-31,40,7,4,4
2023-04-04,40,7,4,4
2023-04-07,40,7,4,4
2023-04-11,30,7,4,4
2023-04-14,40,7,4,4
2023-04-18,40,7,4,4
2023-04-21,40,7,4,4
2023-04-25,40,7,4,4
2023-04-28,40,7,4,4
2023-05-02,40,7,4,4
2023-05-05,30,7,4,4
2023-05-09,40,7,4,4
2023-05-12,30,7,4,4
2023-05-16,30,7,4,4
2023-05-19,30,7,4,4
2023-05-23,40,7,4,4
2023-05-26,40,7,4,4
2023-05-30,40,7,4,4
2023-06-02,40,7,4,4
2023-06-06,40,7,4,4
2023-06-09,40,7,4,4
2023-06-13,40,7,4,4
2023-06-16,40,7,4,4
2023-06-20,40,7,4,4
2023-06-23,30,7,4,4
2023-06-27,40,7,4,4
2023-06-30,40,7,4,4
2023-07-04,40,7,4,4
2023-07-07,40,7,4,4
2023-07-11,30,7,4,4
2023-07-14,40,7,4,4
2023-07-18,40,7,4,4
2023-07-21,30,7,4,4
2023-07-25,40,7,4,4
2023-07-28,40,7,4,4
2023-08-01,40,7,4,4
2023-08-04,30,7,4,4
2023-08-08,40,7,4,4
2023-08-11,40,7,4,4
2023-08-15,40,7,4,4
2023-08-18,40,7,4,4
2023-08-22,40,7,4,4
2023-08-25,40,7,4,4
2023-08-29,30,7,4,4
2023-09-01,40,7,4,4
2023-09-05,40,7,4,4
2023-09-08,40,7,4,4
2023-09-12,40,7,4,4
2023-09-15,30,7,4,4
2023-09-19,30,7,4,4
2023-09-22,40,7,4,4
2023-09-26,30,7,4,4
2023-09-29,40,7,4,4
2023-10-03,30,7,4,4
2023-10-06,40,7,4,4
2023-10-10,30,7,4,4
2023-10-13,30,7,4,4
2022-04-05,16,8,5,6.5
2022-04-08,23,8,5,6.5
2022-04-12,23,8,5,6.5
2022-04-15,25,8,5,6.5
2022-04-19,22,8,5,6.5
2022-04-22,24,8,5,6.5
2022-04-26,18,8,5,6.5
2022-04-29,18,8,5,6.5
2022-05-03,25,8,5,6.5
2022-05-06,21,8,5,6.5
2022-05-10,24,8,5,6.5
2022-05-13,17,8,5,6.5
2022-05-17,16,8,5,6.5
2022-05-20,18,8,5,6.5
2022-05-24,25,8,5,6.5
2022-05-27,16,8,5,6.5
2022-05-31,18,8,5,6.5
2022-06-03,17,8,5,6.5
2022-06-07,16,8,5,6.5
2022-06-10,22,8,5,6.5
2022-06-14,17,8,5,6.5
2022-06-17,19,8,5,6.5
2022-06-21,16,8,5,6.5
2022-06-24,21,8,5,6.5
2022-06-28,18,8,5,6.5
2022-07-01,25,8,5,6.5
2022-07-05,24,8,5,6.5
2022-07-08,19,8,5,6.5
2022-07-12,16,8,5,6.5
2022-07-15,17,8,5,6.5
2022-07-19,23,8,5,6.5
2022-07-22,18,8,5,6.5
2022-07-26,25,8,5,6.5
2022-07-29,21,8,5,6.5
2022-08-02,20,8,5,6.5
2022-08-05,18,8,5,6.5
2022-08-09,20,8,5,6.5
2022-08-12,21,8,5,6.5
2022-08-16,18,8,5,6.5
2022-08-19,20,8,5,6.5
2022-08-23,17,8,5,6.5
2022-08-26,19,8,5,6.5
2022-08-30,24,8,5,6.5
2022-09-02,20,8,5,6.5
2022-09-06,21,8,5,6.5
2022-09-09,25,8,5,6.5
2022-09-13,25,8,5,6.5
2022-09-16,21,8,5,6.5
2022-09-20,16,8,5,6.5
2022-09-23,18,8,5,6.5
2022-09-27,23,8,5,6.5
2022-09-30,21,8,5,6.5
2022-10-04,21,8,5,6.5
2022-10-07,19,8,5,6.5
2022-10-11,25,8,5,6.5
2022-10-14,17,8,5,6.5
2022-10-18,23,8,5,6.5
2022-10-21,25,8,5,6.5
2022-10-25,19,8,5,6.5
2022-10-28,24,8,5,6.5
2022-11-01,18,8,5,6.5
2022-11-04,18,8,5,6.5
2022-11-08,15,8,5,6.5
2022-11-11,21,8,5,6.5
2022-11-15,16,8,5,6.5
2022-11-18,21,8,5,6.5
2022-11-22,25,8,5,6.5
2022-11-25,22,8,5,6.5
2022-11-29,17,8,5,6.5
2022-12-02,15,8,5,6.5
2022-12-06,20,8,5,6.5
2022-12-09,22,8,5,6.5
2022-12-13,16,8,5,6.5
2022-12-16,21,8,5,6.5
2022-12-20,19,8,5,6.5
2022-12-23,19,8,5,6.5
2022-12-27,18,8,5,6.5
2022-12-30,17,8,5,6.5
2023-03-07,15,8,5,6.5
2023-03-10,17,8,5,6.5
2023-03-14,16,8,5,6.5
2023-03-17,22,8,5,6.5
2023-03-21,20,8,5,6.5
2023-03-24,15,8,5,6.5
2023-03-28,25,8,5,6.5
2023-03-31,22,8,5,6.5
2023-04-04,22,8,5,6.5
2023-04-07,16,8,5,6.5
2023-04-11,24,8,5,6.5
2023-04-14,19,8,5,6.5
2023-04-18,23,8,5,6.5
2023-04-21,25,8,5,6.5
2023-04-25,22,8,5,6.5
2023-04-28,22,8,5,6.5
2023-05-02,24,8,5,6.5
2023-05-05,18,8,5,6.5
2023-05-09,22,8,5,6.5
2023-05-12,25,8,5,6.5
2023-05-16,15,8,5,6.5
2023-05-19,17,8,5,6.5
2023-05-23,16,8,5,6.5
2023-05-26,20,8,5,6.5
2023-05-30,18,8,5,6.5
2023-06-02,24,8,5,6.5
2023-06-06,15,8,5,6.5
2023-06-09,24,8,5,6.5
2023-06-13,21,8,5,6.5
2023-06-16,22,8,5,6.5
2023-06-20,21,8,5,6.5
2023-06-23,15,8,5,6.5
2023-06-27,22,8,5,6.5
2023-06-30,23,8,5,6.5
2023-07-04,16,8,5,6.5
2023-07-07,24,8,5,6.5
2023-07-11,19,8,5,6.5
2023-07-14,21,8,5,6.5
2023-07-18,16,8,5,6.5
2023-07-21,22,8,5,6.5
2023-07-25,23,8,5,6.5
2023-07-28,15,8,5,6.5
2023-08-01,18,8,5,6.5
2023-08-04,21,8,5,6.5
2023-08-08,23,8,5,6.5
2023-08-11,16,8,5,6.5
2023-08-15,21,8,5,6.5
2023-08-18,21,8,5,6.5
2023-08-22,17,8,5,6.5
2023-08-25,19,8,5,6.5
2023-08-29,25,8,5,6.5
2023-09-01,20,8,5,6.5
2023-09-05,21,8,5,6.5
2023-09-08,15,8,5,6.5
2023-09-12,18,8,5,6.5
2023-09-15,24,8,5,6.5
2023-09-19,17,8,5,6.5
2023-09-22,25,8,5,6.5
2023-09-26,21,8,5,6.5
2023-09-29,15,8,5,6.5
2023-10-03,25,8,5,6.5
2023-10-06,22,8,5,6.5
2023-10-10,20,8,5,6.5
2023-10-13,20,8,5,6.5
2022-04-05,8,8,7,18
2022-04-08,8,8,7,18
2022-04-12,6,8,7,18
2022-04-15,6,8,7,18
2022-04-19,7,8,7,18
2022-04-22,8,8,7,18
2022-04-26,6,8,7,18
2022-04-29,6,8,7,18
2022-05-03,5,8,7,18
2022-05-06,8,8,7,18
2022-05-10,8,8,7,18
2022-05-13,6,8,7,18
2022-05-17,8,8,7,18
2022-05-20,9,8,7,18
2022-05-24,5,8,7,18
2022-05-27,8,8,7,18
2022-05-31,10,8,7,18
2022-06-03,10,8,7,18
2022-06-07,7,8,7,18
2022-06-10,10,8,7,18
2022-06-14,7,8,7,18
2022-06-17,9,8,7,18
2022-06-21,7,8,7,18
2022-06-24,7,8,7,18
2022-06-28,6,8,7,18
2022-07-01,8,8,7,18
2022-07-05,7,8,7,18
2022-07-08,8,8,7,18
2022-07-12,7,8,7,18
2022-07-15,5,8,7,18
2022-07-19,9,8,7,18
2022-07-22,10,8,7,18
2022-07-26,6,8,7,18
2022-07-29,9,8,7,18
2022-08-02,5,8,7,18
2022-08-05,8,8,7,18
2022-08-09,5,8,7,18
2022-08-12,5,8,7,18
2022-08-16,5,8,7,18
2022-08-19,6,8,7,18
2022-08-23,5,8,7,18
2022-08-26,9,8,7,18
2022-08-30,8,8,7,18
2022-09-02,6,8,7,18
2022-09-06,9,8,7,18
2022-09-09,5,8,7,18
2022-09-13,5,8,7,18
2022-09-16,10,8,7,18
2022-09-20,9,8,7,18
2022-09-23,10,8,7,18
2022-09-27,9,8,7,18
2022-09-30,10,8,7,18
2022-10-04,8,8,7,18
2022-10-07,9,8,7,18
2022-10-11,5,8,7,18
2022-10-14,9,8,7,18
2022-10-18,7,8,7,18
2022-10-21,10,8,7,18
2022-10-25,7,8,7,18
2022-10-28,8,8,7,18
2022-11-01,7,8,7,18
2022-11-04,8,8,7,18
2022-11-08,7,8,7,18
2022-11-11,5,8,7,18
2022-11-15,9,8,7,18
2022-11-18,15,8,7,18
2022-11-22,24,8,7,18
2022-11-25,20,8,7,18
2022-11-29,15,8,7,18
2022-12-02,25,8,7,18
2022-12-06,5,8,7,18
2022-12-09,9,8,7,18
2022-12-13,8,8,7,18
2022-12-16,7,8,7,18
2022-12-20,28,8,7,18
2022-12-23,17,8,7,18
2022-12-27,15,8,7,18
2022-12-30,23,8,7,18
2023-03-07,6,8,7,18
2023-03-10,8,8,7,18
2023-03-14,5,8,7,18
2023-03-17,8,8,7,18
2023-03-21,8,8,7,18
2023-03-24,7,8,7,18
2023-03-28,6,8,7,18
2023-03-31,7,8,7,18
2023-04-04,9,8,7,18
2023-04-07,9,8,7,18
2023-04-11,9,8,7,18
2023-04-14,6,8,7,18
2023-04-18,6,8,7,18
2023-04-21,5,8,7,18
2023-04-25,10,8,7,18
2023-04-28,7,8,7,18
2023-05-02,8,8,7,18
2023-05-05,9,8,7,18
2023-05-09,5,8,7,18
2023-05-12,10,8,7,18
2023-05-16,9,8,7,18
2023-05-19,9,8,7,18
2023-05-23,7,8,7,18
2023-05-26,9,8,7,18
2023-05-30,6,8,7,18
2023-06-02,5,8,7,18
2023-06-06,10,8,7,18
2023-06-09,7,8,7,18
2023-06-13,9,8,7,18
2023-06-16,9,8,7,18
2023-06-20,7,8,7,18
2023-06-23,5,8,7,18
2023-06-27,9,8,7,18
2023-06-30,10,8,7,18
2023-07-04,7,8,7,18
2023-07-07,5,8,7,18
2023-07-11,7,8,7,18
2023-07-14,6,8,7,18
2023-07-18,6,8,7,18
2023-07-21,10,8,7,18
2023-07-25,5,8,7,18
2023-07-28,9,8,7,18
2023-08-01,5,8,7,18
2023-08-04,9,8,7,18
2023-08-08,6,8,7,18
2023-08-11,6,8,7,18
2023-08-15,8,8,7,18
2023-08-18,6,8,7,18
2023-08-22,7,8,7,18
2023-08-25,5,8,7,18
2023-08-29,6,8,7,18
2023-09-01,9,8,7,18
2023-09-05,6,8,7,18
2023-09-08,6,8,7,18
2023-09-12,10,8,7,18
2023-09-15,5,8,7,18
2023-09-19,7,8,7,18
2023-09-22,8,8,7,18
2023-09-26,10,8,7,18
2023-09-29,10,8,7,18
2023-10-03,7,8,7,18
2023-10-06,9,8,7,18
2023-10-10,10,8,7,18
2023-10-13,10,8,7,18
2022-04-05,10,8,8,18
2022-04-08,8,8,8,18
2022-04-12,8,8,8,18
2022-04-15,7,8,8,18
2022-04-19,10,8,8,18
2022-04-22,5,8,8,18
2022-04-26,5,8,8,18
2022-04-29,8,8,8,18
2022-05-03,9,8,8,18
2022-05-06,9,8,8,18
2022-05-10,7,8,8,18
2022-05-13,8,8,8,18
2022-05-17,7,8,8,18
2022-05-20,5,8,8,18
2022-05-24,10,8,8,18
2022-05-27,6,8,8,18
2022-05-31,10,8,8,18
2022-06-03,7,8,8,18
2022-06-07,5,8,8,18
2022-06-10,6,8,8,18
2022-06-14,9,8,8,18
2022-06-17,10,8,8,18
2022-06-21,6,8,8,18
2022-06-24,9,8,8,18
2022-06-28,5,8,8,18
2022-07-01,8,8,8,18
2022-07-05,5,8,8,18
2022-07-08,5,8,8,18
2022-07-12,8,8,8,18
2022-07-15,8,8,8,18
2022-07-19,7,8,8,18
2022-07-22,5,8,8,18
2022-07-26,8,8,8,18
2022-07-29,6,8,8,18
2022-08-02,5,8,8,18
2022-08-05,5,8,8,18
2022-08-09,5,8,8,18
2022-08-12,10,8,8,18
2022-08-16,6,8,8,18
2022-08-19,9,8,8,18
2022-08-23,9,8,8,18
2022-08-26,5,8,8,18
2022-08-30,8,8,8,18
2022-09-02,10,8,8,18
2022-09-06,6,8,8,18
2022-09-09,8,8,8,18
2022-09-13,5,8,8,18
2022-09-16,6,8,8,18
2022-09-20,6,8,8,18
2022-09-23,5,8,8,18
2022-09-27,5,8,8,18
2022-09-30,10,8,8,18
2022-10-04,5,8,8,18
2022-10-07,7,8,8,18
2022-10-11,9,8,8,18
2022-10-14,5,8,8,18
2022-10-18,5,8,8,18
2022-10-21,8,8,8,18
2022-10-25,5,8,8,18
2022-10-28,6,8,8,18
2022-11-01,5,8,8,18
2022-11-04,7,8,8,18
2022-11-08,9,8,8,18
2022-11-11,8,8,8,18
2022-11-15,7,8,8,18
2022-11-18,23,8,8,18
2022-11-22,23,8,8,18
2022-11-25,26,8,8,18
2022-11-29,15,8,8,18
2022-12-02,20,8,8,18
2022-12-06,10,8,8,18
2022-12-09,7,8,8,18
2022-12-13,5,8,8,18
2022-12-16,5,8,8,18
2022-12-20,27,8,8,18
2022-12-23,20,8,8,18
2022-12-27,19,8,8,18
2022-12-30,26,8,8,18
2023-03-07,5,8,8,18
2023-03-10,6,8,8,18
2023-03-14,9,8,8,18
2023-03-17,6,8,8,18
2023-03-21,10,8,8,18
2023-03-24,8,8,8,18
2023-03-28,7,8,8,18
2023-03-31,9,8,8,18
2023-04-04,5,8,8,18
2023-04-07,9,8,8,18
2023-04-11,7,8,8,18
2023-04-14,6,8,8,18
2023-04-18,6,8,8,18
2023-04-21,5,8,8,18
2023-04-25,8,8,8,18
2023-04-28,6,8,8,18
2023-05-02,10,8,8,18
2023-05-05,6,8,8,18
2023-05-09,10,8,8,18
2023-05-12,6,8,8,18
2023-05-16,5,8,8,18
2023-05-19,6,8,8,18
2023-05-23,5,8,8,18
2023-05-26,8,8,8,18
2023-05-30,9,8,8,18
2023-06-02,9,8,8,18
2023-06-06,5,8,8,18
2023-06-09,6,8,8,18
2023-06-13,5,8,8,18
2023-06-16,7,8,8,18
2023-06-20,5,8,8,18
2023-06-23,5,8,8,18
2023-06-27,7,8,8,18
2023-06-30,7,8,8,18
2023-07-04,6,8,8,18
2023-07-07,8,8,8,18
2023-07-11,5,8,8,18
2023-07-14,5,8,8,18
2023-07-18,9,8,8,18
2023-07-21,7,8,8,18
2023-07-25,5,8,8,18
2023-07-28,10,8,8,18
2023-08-01,10,8,8,18
2023-08-04,7,8,8,18
2023-08-08,7,8,8,18
2023-08-11,9,8,8,18
2023-08-15,8,8,8,18
2023-08-18,6,8,8,18
2023-08-22,9,8,8,18
2023-08-25,5,8,8,18
2023-08-29,6,8,8,18
2023-09-01,10,8,8,18
2023-09-05,10,8,8,18
2023-09-08,8,8,8,18
2023-09-12,10,8,8,18
2023-09-15,9,8,8,18
2023-09-19,6,8,8,18
2023-09-22,7,8,8,18
2023-09-26,5,8,8,18
2023-09-29,5,8,8,18
2023-10-03,7,8,8,18
2023-10-06,9,8,8,18
2023-10-10,10,8,8,18
2023-10-13,10,8,8,18
2022-06-03,120,4,16,0.5
2022-06-07,140,4,16,0.5
2022-06-10,100,4,16,0.5
2022-06-14,120,4,16,0.5
2022-06-17,140,4,16,0.5
2022-06-21,120,4,16,0.5
2022-06-24,120,4,16,0.5
2022-06-28,140,4,16,0.5
2022-07-01,100,4,16,0.5
2022-07-05,300,4,16,0.5
2022-07-08,200,4,16,0.5
2022-07-12,300,4,16,0.5
2022-07-15,250,4,16,0.5
2022-07-19,300,4,16,0.5
2022-07-22,300,4,16,0.5
2022-07-26,250,4,16,0.5
2022-07-29,250,4,16,0.5
2022-08-02,250,4,16,0.5
2022-08-05,300,4,16,0.5
2022-08-09,300,4,16,0.5
2022-08-12,250,4,16,0.5
2022-08-16,200,4,16,0.5
2022-08-19,300,4,16,0.5
2022-08-23,250,4,16,0.5
2022-08-26,250,4,16,0.5
2022-08-30,250,4,16,0.5
2022-09-02,300,4,16,0.5
2022-09-06,120,4,16,0.5
2022-09-09,120,4,16,0.5
2022-09-13,140,4,16,0.5
2022-09-16,120,4,16,0.5
2022-09-20,120,4,16,0.5
2022-09-23,120,4,16,0.5
2022-09-27,100,4,16,0.5
2022-09-30,140,4,16,0.5
2023-06-06,120,4,16,0.5
2023-06-09,140,4,16,0.5
2023-06-13,140,4,16,0.5
2023-06-16,120,4,16,0.5
2023-06-20,120,4,16,0.5
2023-06-23,140,4,16,0.5
2023-06-27,140,4,16,0.5
2023-06-30,120,4,16,0.5
2023-07-04,300,4,16,0.5
2023-07-07,250,4,16,0.5
2023-07-11,250,4,16,0.5
2023-07-14,300,4,16,0.5
2023-07-18,300,4,16,0.5
2023-07-21,250,4,16,0.5
2023-07-25,250,4,16,0.5
2023-07-28,200,4,16,0.5
2023-08-01,250,4,16,0.5
2023-08-04,250,4,16,0.5
2023-08-08,250,4,16,0.5
2023-08-11,200,4,16,0.5
2023-08-15,300,4,16,0.5
2023-08-18,200,4,16,0.5
2023-08-22,250,4,16,0.5
2023-08-25,250,4,16,0.5
2023-08-29,300,4,16,0.5
2023-09-01,200,4,16,0.5
2023-09-05,140,4,16,0.5
2023-09-08,140,4,16,0.5
2023-09-12,120,4,16,0.5
2023-09-15,140,4,16,0.5
2023-09-19,140,4,16,0.5
2023-09-22,140,4,16,0.5
2023-09-26,100,4,16,0.5
2023-09-29,120,4,16,0.5
2023-10-03,140,4,16,0.5
